Date,Open,High,Low,Close,Adj Close,Volume
2024-04-08 10:02:00,118.77999877929688,118.8000030517578,118.66999816894533,118.70999908447266,118.70999908447266,0
2024-04-08 10:03:00,118.66999816894533,118.75,118.63999938964844,118.73500061035156,118.73500061035156,4705
2024-04-08 10:04:00,118.70999908447266,118.75,118.5999984741211,118.73999786376952,118.73999786376952,5964
2024-04-08 10:05:00,118.7300033569336,118.88999938964844,118.6999969482422,118.81999969482422,118.81999969482422,5369
2024-04-08 10:06:00,118.83999633789062,118.87000274658205,118.79000091552734,118.86000061035156,118.86000061035156,4022
2024-04-08 10:07:00,118.8499984741211,118.8499984741211,118.63999938964844,118.68000030517578,118.68000030517578,4009
2024-04-08 10:08:00,118.66000366210938,118.69000244140624,118.52999877929688,118.66000366210938,118.66000366210938,2680
2024-04-08 10:09:00,118.63999938964844,118.66000366210938,118.55500030517578,118.58999633789062,118.58999633789062,2568
2024-04-08 10:10:00,118.58000183105467,118.62000274658205,118.5500030517578,118.61000061035156,118.61000061035156,561
2024-04-08 10:11:00,118.58999633789062,118.75,118.58499908447266,118.62999725341795,118.62999725341795,2559
2024-04-08 10:12:00,118.6500015258789,118.7300033569336,118.58999633789062,118.66000366210938,118.66000366210938,2741
2024-04-08 10:13:00,118.66999816894533,118.69000244140624,118.5999984741211,118.69000244140624,118.69000244140624,1475
2024-04-08 10:14:00,118.6999969482422,118.7300033569336,118.6750030517578,118.72000122070312,118.72000122070312,1512
2024-04-08 10:15:00,118.71499633789062,118.83999633789062,118.71499633789062,118.79000091552734,118.79000091552734,995
2024-04-08 10:16:00,118.80999755859376,118.91000366210938,118.8000030517578,118.91000366210938,118.91000366210938,6494
2024-04-08 10:17:00,118.9000015258789,118.94000244140624,118.9000015258789,118.9000015258789,118.9000015258789,3653
2024-04-08 10:18:00,118.91000366210938,118.98999786376952,118.91000366210938,118.91999816894533,118.91999816894533,4133
2024-04-08 10:19:00,118.91999816894533,118.91999816894533,118.86000061035156,118.87000274658205,118.87000274658205,192
2024-04-08 10:20:00,118.87000274658205,118.88999938964844,118.87000274658205,118.88999938964844,118.88999938964844,174
2024-04-08 10:21:00,118.88999938964844,118.91000366210938,118.88999938964844,118.91000366210938,118.91000366210938,501
2024-04-08 10:22:00,118.91000366210938,119.0,118.91000366210938,118.95999908447266,118.95999908447266,3220
2024-04-08 10:23:00,118.98999786376952,119.0199966430664,118.95999908447266,118.9749984741211,118.9749984741211,3187
2024-04-08 10:24:00,118.98999786376952,119.0199966430664,118.9800033569336,119.0,119.0,7308
2024-04-08 10:25:00,119.0199966430664,119.0199966430664,118.9800033569336,119.0,119.0,7818
2024-04-08 10:26:00,119.0,119.01499938964844,118.98999786376952,119.0,119.0,3346
2024-04-08 10:27:00,118.98999786376952,119.0,118.98999786376952,119.0,119.0,207
2024-04-08 10:28:00,118.98999786376952,118.98999786376952,118.8499984741211,118.8499984741211,118.8499984741211,1310
2024-04-08 10:29:00,118.86000061035156,118.87999725341795,118.83000183105467,118.87000274658205,118.87000274658205,1396
2024-04-08 10:30:00,118.87000274658205,118.87000274658205,118.77999877929688,118.8000030517578,118.8000030517578,3652
2024-04-08 10:31:00,118.80999755859376,118.80999755859376,118.7300033569336,118.7300033569336,118.7300033569336,1076
2024-04-08 10:32:00,118.70999908447266,118.70999908447266,118.63999938964844,118.6750030517578,118.6750030517578,1960
2024-04-08 10:33:00,118.69000244140624,118.75,118.68499755859376,118.73999786376952,118.73999786376952,1269
2024-04-08 10:34:00,118.7249984741211,118.7249984741211,118.69000244140624,118.6999969482422,118.6999969482422,1132
2024-04-08 10:35:00,118.69000244140624,118.72000122070312,118.6750030517578,118.72000122070312,118.72000122070312,1439
2024-04-08 10:36:00,118.72000122070312,118.83999633789062,118.72000122070312,118.83000183105467,118.83000183105467,1276
2024-04-08 10:37:00,118.83999633789062,118.83999633789062,118.8000030517578,118.8000030517578,118.8000030517578,970
2024-04-08 10:38:00,118.83000183105467,118.83000183105467,118.80999755859376,118.81999969482422,118.81999969482422,651
2024-04-08 10:39:00,118.83999633789062,118.83999633789062,118.8000030517578,118.80999755859376,118.80999755859376,672
2024-04-08 10:40:00,118.8000030517578,118.8499984741211,118.8000030517578,118.83000183105467,118.83000183105467,1775
2024-04-08 10:41:00,118.8499984741211,118.8499984741211,118.77999877929688,118.80999755859376,118.80999755859376,1738
2024-04-08 10:42:00,118.81999969482422,118.83999633789062,118.80999755859376,118.80999755859376,118.80999755859376,1406
2024-04-08 10:43:00,118.80999755859376,118.86000061035156,118.80999755859376,118.83000183105467,118.83000183105467,1299
2024-04-08 10:44:00,118.81999969482422,118.83999633789062,118.81999969482422,118.83999633789062,118.83999633789062,581
2024-04-08 10:45:00,118.83999633789062,118.9800033569336,118.83999633789062,118.93000030517578,118.93000030517578,5387
2024-04-08 10:46:00,118.91999816894533,118.91999816894533,118.86000061035156,118.87999725341795,118.87999725341795,579
2024-04-08 10:47:00,118.87000274658205,118.87999725341795,118.81999969482422,118.81999969482422,118.81999969482422,2619
2024-04-08 10:48:00,118.83000183105467,118.87000274658205,118.83000183105467,118.87000274658205,118.87000274658205,663
2024-04-08 10:49:00,118.87000274658205,118.88999938964844,118.87000274658205,118.88999938964844,118.88999938964844,1082
2024-04-08 10:50:00,118.87999725341795,118.91000366210938,118.87000274658205,118.875,118.875,1589
2024-04-08 10:51:00,118.86000061035156,118.86000061035156,118.8000030517578,118.8000030517578,118.8000030517578,2460
2024-04-08 10:52:00,118.83000183105467,118.93000030517578,118.83000183105467,118.87000274658205,118.87000274658205,4471
2024-04-08 10:53:00,118.86000061035156,118.88999938964844,118.83999633789062,118.88999938964844,118.88999938964844,6546
2024-04-08 10:54:00,118.9000015258789,118.91999816894533,118.86000061035156,118.87999725341795,118.87999725341795,1496
2024-04-08 10:55:00,118.94000244140624,118.97000122070312,118.9000015258789,118.94499969482422,118.94499969482422,5090
2024-04-08 10:56:00,118.9499969482422,119.0,118.9499969482422,118.9800033569336,118.9800033569336,6368
2024-04-08 10:57:00,118.9800033569336,119.01000213623048,118.9499969482422,118.9499969482422,118.9499969482422,1967
2024-04-08 10:58:00,118.95999908447266,118.95999908447266,118.91999816894533,118.91999816894533,118.91999816894533,719
2024-04-08 10:59:00,118.91000366210938,118.9800033569336,118.87000274658205,118.97000122070312,118.97000122070312,7940
2024-04-08 11:00:00,118.95999908447266,118.95999908447266,118.87000274658205,118.9000015258789,118.9000015258789,1312
2024-04-08 11:01:00,118.91000366210938,118.91000366210938,118.86000061035156,118.86000061035156,118.86000061035156,3338
2024-04-08 11:02:00,118.8499984741211,118.8499984741211,118.83000183105467,118.83000183105467,118.83000183105467,565
2024-04-08 11:03:00,118.87999725341795,118.87999725341795,118.81999969482422,118.87999725341795,118.87999725341795,2545
2024-04-08 11:04:00,118.86000061035156,118.88500213623048,118.83999633789062,118.86000061035156,118.86000061035156,1330
2024-04-08 11:05:00,118.87000274658205,118.88999938964844,118.7699966430664,118.7699966430664,118.7699966430664,1765
2024-04-08 11:06:00,118.8000030517578,118.81999969482422,118.77999877929688,118.80999755859376,118.80999755859376,964
2024-04-08 11:07:00,118.83999633789062,118.87000274658205,118.83000183105467,118.87000274658205,118.87000274658205,2716
2024-04-08 11:08:00,118.87000274658205,118.87000274658205,118.83000183105467,118.83000183105467,118.83000183105467,1420
2024-04-08 11:09:00,118.75,118.76000213623048,118.75,118.76000213623048,118.76000213623048,1373
2024-04-08 11:10:00,118.73500061035156,118.75,118.7300033569336,118.75,118.75,1619
2024-04-08 11:11:00,118.75,118.87000274658205,118.75,118.87000274658205,118.87000274658205,2309
2024-04-08 11:12:00,118.86000061035156,118.86000061035156,118.83999633789062,118.8499984741211,118.8499984741211,1360
2024-04-08 11:13:00,118.83000183105467,118.83000183105467,118.77999877929688,118.81999969482422,118.81999969482422,2519
2024-04-08 11:14:00,118.8000030517578,118.8499984741211,118.8000030517578,118.8499984741211,118.8499984741211,60
2024-04-08 11:15:00,118.83000183105467,118.86000061035156,118.7699966430664,118.83000183105467,118.83000183105467,5663
2024-04-08 11:16:00,118.8499984741211,118.87000274658205,118.8000030517578,118.80999755859376,118.80999755859376,2629
2024-04-08 11:17:00,118.79499816894533,118.79499816894533,118.66999816894533,118.76000213623048,118.76000213623048,5497
2024-04-08 11:18:00,118.77999877929688,118.8000030517578,118.77999877929688,118.77999877929688,118.77999877929688,406
2024-04-08 11:19:00,118.7699966430664,118.77999877929688,118.75,118.75,118.75,145
2024-04-08 11:20:00,118.7300033569336,118.76000213623048,118.7300033569336,118.75,118.75,484
2024-04-08 11:21:00,118.75,118.77999877929688,118.73999786376952,118.76000213623048,118.76000213623048,1352
2024-04-08 11:22:00,118.77999877929688,118.80999755859376,118.62000274658205,118.68000030517578,118.68000030517578,31684
2024-04-08 11:23:00,118.68000030517578,118.73999786376952,118.61000061035156,118.61000061035156,118.61000061035156,21944
2024-04-08 11:24:00,118.62000274658205,118.62999725341795,118.55999755859376,118.58999633789062,118.58999633789062,3836
2024-04-08 11:25:00,118.58999633789062,118.6500015258789,118.58000183105467,118.61000061035156,118.61000061035156,2240
2024-04-08 11:26:00,118.62999725341795,118.63999938964844,118.58999633789062,118.5999984741211,118.5999984741211,593
2024-04-08 11:27:00,118.61000061035156,118.66999816894533,118.5999984741211,118.66999816894533,118.66999816894533,328
2024-04-08 11:28:00,118.68000030517578,118.68000030517578,118.66999816894533,118.66999816894533,118.66999816894533,297
2024-04-08 11:29:00,118.68000030517578,118.69000244140624,118.58499908447266,118.58499908447266,118.58499908447266,2426
2024-04-08 11:30:00,118.58499908447266,118.66000366210938,118.58499908447266,118.6449966430664,118.6449966430664,723
2024-04-08 11:31:00,118.6449966430664,118.6500015258789,118.58499908447266,118.58499908447266,118.58499908447266,819
2024-04-08 11:32:00,118.58999633789062,118.61000061035156,118.58999633789062,118.58999633789062,118.58999633789062,786
2024-04-08 11:33:00,118.61000061035156,118.62000274658205,118.51000213623048,118.54000091552734,118.54000091552734,6541
2024-04-08 11:34:00,118.52999877929688,118.5500030517578,118.47000122070312,118.4800033569336,118.4800033569336,1499
2024-04-08 11:35:00,118.4499969482422,118.4499969482422,118.27999877929688,118.31999969482422,118.31999969482422,1196
2024-04-08 11:36:00,118.31999969482422,118.33000183105467,118.2300033569336,118.2699966430664,118.2699966430664,2317
2024-04-08 11:37:00,118.27999877929688,118.31999969482422,118.23999786376952,118.30999755859376,118.30999755859376,4786
2024-04-08 11:38:00,118.31500244140624,118.31999969482422,118.25,118.2699966430664,118.2699966430664,1343
2024-04-08 11:39:00,118.25,118.26000213623048,118.19000244140624,118.26000213623048,118.26000213623048,1513
2024-04-08 11:40:00,118.26000213623048,118.3000030517578,118.23999786376952,118.27999877929688,118.27999877929688,873
2024-04-08 11:41:00,118.31999969482422,118.33999633789062,118.18000030517578,118.2699966430664,118.2699966430664,12479
2024-04-08 11:42:00,118.25,118.25,118.22000122070312,118.22000122070312,118.22000122070312,391
2024-04-08 11:43:00,118.2300033569336,118.2300033569336,118.12000274658205,118.12999725341795,118.12999725341795,3778
2024-04-08 11:44:00,118.12999725341795,118.13999938964844,118.0999984741211,118.0999984741211,118.0999984741211,2466
2024-04-08 11:45:00,118.0999984741211,118.0999984741211,118.05999755859376,118.08000183105467,118.08000183105467,1807
2024-04-08 11:46:00,118.0999984741211,118.11000061035156,118.08999633789062,118.08999633789062,118.08999633789062,768
2024-04-08 11:47:00,118.11000061035156,118.12000274658205,118.06999969482422,118.08000183105467,118.08000183105467,1032
2024-04-08 11:48:00,118.08499908447266,118.0999984741211,118.06999969482422,118.06999969482422,118.06999969482422,723
2024-04-08 11:49:00,118.08999633789062,118.11000061035156,118.05999755859376,118.11000061035156,118.11000061035156,1112
2024-04-08 11:50:00,118.12000274658205,118.2300033569336,118.12000274658205,118.2300033569336,118.2300033569336,1359
2024-04-08 11:51:00,118.25,118.3000030517578,118.1999969482422,118.26000213623048,118.26000213623048,1124
2024-04-08 11:52:00,118.27999877929688,118.30999755859376,118.25,118.2699966430664,118.2699966430664,443
2024-04-08 11:53:00,118.2699966430664,118.3249969482422,118.25,118.3249969482422,118.3249969482422,1559
2024-04-08 11:54:00,118.3249969482422,118.3499984741211,118.2300033569336,118.23999786376952,118.23999786376952,5305
2024-04-08 11:55:00,118.2300033569336,118.23999786376952,118.1999969482422,118.1999969482422,118.1999969482422,788
2024-04-08 11:56:00,118.19000244140624,118.20999908447266,118.18000030517578,118.20999908447266,118.20999908447266,299
2024-04-08 11:57:00,118.21499633789062,118.21499633789062,118.19000244140624,118.1999969482422,118.1999969482422,313
2024-04-08 11:58:00,118.20999908447266,118.23999786376952,118.18000030517578,118.23999786376952,118.23999786376952,391
2024-04-08 11:59:00,118.23999786376952,118.23999786376952,118.1500015258789,118.18000030517578,118.18000030517578,2978
2024-04-08 12:00:00,118.19000244140624,118.19000244140624,118.125,118.12999725341795,118.12999725341795,1669
2024-04-08 12:01:00,118.12000274658205,118.13999938964844,118.12000274658205,118.13500213623048,118.13500213623048,1487
2024-04-08 12:02:00,118.13500213623048,118.13999938964844,118.125,118.13999938964844,118.13999938964844,426
2024-04-08 12:03:00,118.13999938964844,118.18000030517578,118.13500213623048,118.13999938964844,118.13999938964844,2341
2024-04-08 12:04:00,118.16000366210938,118.16000366210938,118.08999633789062,118.11000061035156,118.11000061035156,1434
2024-04-08 12:05:00,118.08999633789062,118.11000061035156,118.08999633789062,118.0999984741211,118.0999984741211,373
2024-04-08 12:06:00,118.11000061035156,118.12000274658205,118.08999633789062,118.12000274658205,118.12000274658205,263
2024-04-08 12:07:00,118.12000274658205,118.12000274658205,118.08999633789062,118.12000274658205,118.12000274658205,1898
2024-04-08 12:08:00,118.13999938964844,118.16999816894533,118.12999725341795,118.1500015258789,118.1500015258789,870
2024-04-08 12:09:00,118.16000366210938,118.16999816894533,118.13999938964844,118.16000366210938,118.16000366210938,594
2024-04-08 12:10:00,118.16000366210938,118.19000244140624,118.16000366210938,118.19000244140624,118.19000244140624,54
2024-04-08 12:11:00,118.16000366210938,118.19000244140624,118.1500015258789,118.19000244140624,118.19000244140624,1514
2024-04-08 12:12:00,118.19499969482422,118.25,118.19000244140624,118.25,118.25,1939
2024-04-08 12:13:00,118.23999786376952,118.26000213623048,118.23999786376952,118.25,118.25,416
2024-04-08 12:14:00,118.26000213623048,118.27999877929688,118.20999908447266,118.20999908447266,118.20999908447266,728
2024-04-08 12:15:00,118.25,118.2699966430664,118.1999969482422,118.1999969482422,118.1999969482422,1050
2024-04-08 12:16:00,118.23999786376952,118.23999786376952,118.20999908447266,118.20999908447266,118.20999908447266,393
2024-04-08 12:17:00,118.20999908447266,118.2300033569336,118.11000061035156,118.12999725341795,118.12999725341795,6148
2024-04-08 12:18:00,118.125,118.125,118.12000274658205,118.12000274658205,118.12000274658205,7
2024-04-08 12:19:00,118.12999725341795,118.12999725341795,118.12000274658205,118.12000274658205,118.12000274658205,872
2024-04-08 12:20:00,118.12999725341795,118.1500015258789,118.12999725341795,118.1500015258789,118.1500015258789,1114
2024-04-08 12:21:00,118.0999984741211,118.11000061035156,118.0999984741211,118.11000061035156,118.11000061035156,2846
2024-04-08 12:22:00,118.08499908447266,118.08499908447266,118.05999755859376,118.06999969482422,118.06999969482422,713
2024-04-08 12:23:00,118.08000183105467,118.0999984741211,118.06999969482422,118.0999984741211,118.0999984741211,1494
2024-04-08 12:24:00,118.08999633789062,118.1500015258789,118.08000183105467,118.1500015258789,118.1500015258789,307
2024-04-08 12:25:00,118.1500015258789,118.1999969482422,118.1500015258789,118.1999969482422,118.1999969482422,355
2024-04-08 12:26:00,118.1999969482422,118.1999969482422,118.12999725341795,118.13999938964844,118.13999938964844,1261
2024-04-08 12:27:00,118.13999938964844,118.16000366210938,118.12999725341795,118.16000366210938,118.16000366210938,231
