Share Name: CBA
Starting Portfolio Value: 1000.00
2019-05-27, Open, 63.16
2019-05-28, Open, 63.43
2019-05-29, Open, 63.18
2019-05-30, Open, 63.06
2019-05-31, Open, 63.52
2019-06-03, Open, 63.61
2019-06-04, Open, 63.50
2019-06-05, Open, 64.38
2019-06-06, Open, 64.76
2019-06-07, Open, 65.19
2019-06-11, Open, 65.28
2019-06-12, Open, 66.01
2019-06-13, Open, 65.32
2019-06-14, Open, 65.04
2019-06-17, Open, 65.03
2019-06-18, Open, 65.76
2019-06-19, Open, 66.58
2019-06-20, Open, 67.46
2019-06-21, Open, 67.55
2019-06-24, Open, 66.82
2019-06-25, Open, 67.36
2019-06-26, Open, 67.06
2019-06-27, Open, 66.81
2019-06-28, Open, 67.80
2019-07-01, Open, 68.05
2019-07-02, Open, 67.00
2019-07-03, Open, 65.63
2019-07-04, Open, 66.37
2019-07-05, Open, 66.84
2019-07-08, Open, 66.82
2019-07-09, Open, 65.76
2019-07-10, Open, 66.42
2019-07-11, Open, 65.91
2019-07-12, Open, 66.20
2019-07-15, Open, 65.94
2019-07-16, Open, 65.97
2019-07-17, Open, 65.82
2019-07-18, BUY EXECUTED, Size: 15, Price: 66.13, Cost: 991.95, Comm 0.00
2019-07-18, Open, 66.13
2019-07-19, Open, 66.42
2019-07-22, Open, 66.95
2019-07-23, Open, 66.74
2019-07-24, Open, 66.82
2019-07-25, Open, 67.42
2019-07-26, Open, 67.63
2019-07-29, Open, 67.48
2019-07-30, Open, 68.04
2019-07-31, Open, 67.71
2019-08-01, Open, 66.42
2019-08-02, Open, 66.62
2019-08-05, Open, 66.82
2019-08-06, Open, 65.06
2019-08-07, Open, 63.41
2019-08-08, Open, 63.24
2019-08-09, Open, 64.88
2019-08-12, Open, 64.75
2019-08-13, Open, 64.84
2019-08-14, Open, 64.96
2019-08-15, Open, 63.03
2019-08-16, Open, 62.49
2019-08-19, Open, 63.74
2019-08-20, Open, 64.38
2019-08-21, Open, 64.52
2019-08-22, Open, 65.03
2019-08-23, Open, 64.64
2019-08-26, Open, 64.05
2019-08-27, Open, 64.46
2019-08-28, Open, 64.30
2019-08-29, Open, 64.63
2019-08-30, Open, 65.27
2019-09-02, Open, 66.22
2019-09-03, Open, 66.28
2019-09-04, Open, 65.37
2019-09-05, Open, 66.31
2019-09-06, Open, 66.73
2019-09-09, Open, 66.64
2019-09-10, Open, 67.14
2019-09-11, Open, 67.27
2019-09-12, Open, 68.23
2019-09-13, Open, 68.61
2019-09-16, Open, 68.50
2019-09-17, Open, 68.32
2019-09-18, Open, 68.91
2019-09-19, Open, 69.11
2019-09-20, Open, 68.95
2019-09-23, Open, 69.15
2019-09-24, Open, 69.02
2019-09-25, Open, 68.58
2019-09-26, Open, 68.49
2019-09-27, Open, 68.30
2019-09-30, Open, 68.41
2019-10-01, Open, 67.95
2019-10-02, Open, 67.15
2019-10-03, Open, 65.47
2019-10-04, Open, 65.06
2019-10-07, Open, 65.70
2019-10-08, Open, 65.79
2019-10-09, Open, 65.30
2019-10-10, Open, 65.47
2019-10-11, Open, 66.17
2019-10-14, Open, 66.47
2019-10-15, Open, 66.27
2019-10-16, Open, 66.98
2019-10-17, Open, 67.72
2019-10-18, Open, 66.85
2019-10-21, Open, 66.47
2019-10-22, Open, 66.89
2019-10-23, Open, 66.92
2019-10-24, Open, 67.25
2019-10-25, Open, 67.52
2019-10-28, Open, 67.79
2019-10-29, Open, 67.27
2019-10-30, Open, 67.20
2019-10-31, Open, 66.73
2019-11-01, Open, 65.55
2019-11-04, Open, 65.17
2019-11-05, Open, 65.17
2019-11-06, Open, 65.55
2019-11-07, Open, 65.90
2019-11-08, Open, 66.36
2019-11-11, Open, 66.80
2019-11-12, Open, 67.53
2019-11-13, Open, 67.84
2019-11-14, Open, 66.77
2019-11-15, Open, 67.31
2019-11-18, Open, 67.40
2019-11-19, Open, 67.23
2019-11-20, Open, 67.23
2019-11-21, Open, 66.11
2019-11-22, Open, 66.58
2019-11-25, Open, 67.15
2019-11-26, Open, 67.15
2019-11-27, Open, 67.84
2019-11-28, Open, 68.70
2019-11-29, Open, 68.66
2019-12-02, Open, 68.28
2019-12-03, Open, 67.35
2019-12-04, Open, 65.89
2019-12-05, Open, 66.09
2019-12-06, Open, 66.36
2019-12-09, Open, 66.66
2019-12-10, Open, 66.60
2019-12-11, Open, 67.00
2019-12-12, Open, 66.99
2019-12-13, Open, 67.31
2019-12-16, Open, 67.57
2019-12-17, Open, 68.40
2019-12-18, Open, 68.60
2019-12-19, Open, 69.12
2019-12-20, Open, 68.71
2019-12-23, Open, 68.14
2019-12-24, Open, 67.75
2019-12-27, Open, 67.98
2019-12-30, Open, 68.19
2019-12-31, Open, 67.59
2020-01-02, Open, 66.97
2020-01-03, Open, 67.96
2020-01-06, Open, 66.92
2020-01-07, Open, 67.83
2020-01-08, Open, 68.17
2020-01-09, Open, 68.40
2020-01-10, Open, 68.51
2020-01-13, Open, 68.91
2020-01-14, Open, 69.63
2020-01-15, Open, 69.75
2020-01-16, Open, 70.50
2020-01-17, Open, 71.12
2020-01-20, Open, 70.50
2020-01-21, Open, 70.40
2020-01-22, Open, 70.08
2020-01-23, Open, 70.87
2020-01-24, Open, 71.26
2020-01-28, Open, 70.25
2020-01-29, Open, 70.87
2020-01-30, Open, 71.21
2020-01-31, Open, 71.82
2020-02-03, Open, 70.63
2020-02-04, Open, 70.84
2020-02-05, Open, 71.34
2020-02-06, Open, 70.44
2020-02-07, Open, 71.02
2020-02-10, Open, 71.12
2020-02-11, Open, 71.17
2020-02-12, Open, 72.35
2020-02-13, Open, 74.27
2020-02-14, Open, 75.04
2020-02-17, Open, 76.20
2020-02-18, Open, 75.38
2020-02-19, Open, 75.54
2020-02-20, Open, 75.39
2020-02-21, Open, 75.41
2020-02-24, Open, 75.20
2020-02-25, Open, 74.07
2020-02-26, Open, 73.24
2020-02-27, Open, 73.06
2020-02-28, Open, 70.60
2020-03-02, Open, 68.71
2020-03-03, Open, 69.95
2020-03-04, Open, 67.10
2020-03-05, Open, 67.08
2020-03-06, Open, 64.66
2020-03-09, Open, 60.94
2020-03-10, Open, 57.96
2020-03-11, Open, 62.72
2020-03-12, Open, 58.28
2020-03-13, Open, 51.90
2020-03-16, Open, 52.74
2020-03-17, Open, 51.26
2020-03-18, Open, 56.62
2020-03-19, Open, 56.81
2020-03-20, Open, 55.29
2020-03-23, Open, 49.53
2020-03-24, Open, 48.08
2020-03-25, Open, 53.22
2020-03-26, Open, 53.99
2020-03-27, Open, 54.32
2020-03-30, Open, 49.66
2020-03-31, Open, 55.45
2020-04-01, Open, 54.93
2020-04-02, Open, 52.57
2020-04-03, Open, 53.30
2020-04-06, Open, 52.44
2020-04-07, Open, 54.59
2020-04-08, Open, 51.50
2020-04-09, Open, 52.85
2020-04-14, Open, 53.01
2020-04-15, Open, 53.65
2020-04-16, Open, 51.90
2020-04-17, Open, 53.35
2020-04-20, Open, 52.35
2020-04-21, Open, 51.62
2020-04-22, Open, 50.11
2020-04-23, Open, 51.50
2020-04-24, Open, 50.26
2020-04-27, Open, 50.00
2020-04-28, Open, 50.73
2020-04-29, Open, 50.94
2020-04-30, Open, 53.11
2020-05-01, Open, 52.80
2020-05-04, Open, 50.32
2020-05-05, Open, 52.02
2020-05-06, Open, 51.93
2020-05-07, Open, 51.44
2020-05-08, Open, 51.72
2020-05-11, Open, 51.50
2020-05-12, Open, 51.66
2020-05-13, Open, 50.81
2020-05-14, Open, 50.99
2020-05-15, Open, 51.07
2020-05-18, Open, 51.41
2020-05-19, Open, 51.59
2020-05-20, Open, 50.73
2020-05-21, Open, 51.79
2020-05-22, Open, 50.77
2020-05-25, Open, 50.93
2020-05-26, Open, 50.99
2020-05-27, Open, 53.05
2020-05-28, Open, 56.66
2020-05-29, Open, 56.11
2020-06-01, Open, 54.12
2020-06-02, Open, 54.93
2020-06-03, Open, 55.46
2020-06-04, Open, 58.28
2020-06-05, Open, 58.51
2020-06-09, Open, 60.94
2020-06-10, Open, 61.27
2020-06-11, Open, 59.97
2020-06-12, Open, 57.08
2020-06-15, Open, 57.70
2020-06-16, Open, 59.02
2020-06-17, Open, 59.83
2020-06-18, Open, 59.35
2020-06-19, Open, 59.78
2020-06-22, Open, 58.50
2020-06-23, Open, 59.79
2020-06-24, Open, 59.43
2020-06-25, Open, 58.33
2020-06-26, Open, 58.94
2020-06-29, Open, 58.20
2020-06-30, Open, 59.70
2020-07-01, Open, 59.61
2020-07-02, Open, 59.91
2020-07-03, Open, 61.31
2020-07-06, Open, 61.29
2020-07-07, Open, 61.71
2020-07-08, Open, 60.92
2020-07-09, Open, 60.96
2020-07-10, Open, 60.61
2020-07-13, Open, 61.63
2020-07-14, Open, 61.80
2020-07-15, Open, 61.80
2020-07-16, Open, 62.72
2020-07-17, Open, 62.47
2020-07-20, Open, 61.98
2020-07-21, Open, 62.47
2020-07-22, Open, 63.77
2020-07-23, Open, 63.31
2020-07-24, Open, 62.83
2020-07-27, Open, 62.53
2020-07-28, Open, 62.50
2020-07-29, Open, 62.49
2020-07-30, Open, 62.92
2020-07-31, Open, 62.32
2020-08-03, Open, 60.44
2020-08-04, Open, 61.20
2020-08-05, Open, 60.35
2020-08-06, Open, 61.80
2020-08-07, Open, 61.12
2020-08-10, Open, 61.89
2020-08-11, Open, 63.52
2020-08-12, Open, 65.21
2020-08-13, Open, 64.37
2020-08-14, Open, 62.17
2020-08-17, Open, 61.03
2020-08-18, Open, 60.77
2020-08-19, Open, 60.50
2020-08-20, Open, 60.80
2020-08-21, Open, 61.37
2020-08-24, Open, 60.57
2020-08-25, Open, 60.93
2020-08-26, Open, 60.77
2020-08-27, Open, 60.63
2020-08-28, Open, 60.34
2020-08-31, Open, 59.93
2020-09-01, Open, 58.76
2020-09-02, Open, 58.29
2020-09-03, Open, 59.41
2020-09-04, Open, 58.43
2020-09-07, Open, 57.77
2020-09-08, Open, 59.08
2020-09-09, Open, 57.97
2020-09-10, Open, 59.09
2020-09-11, Open, 57.45
2020-09-14, Open, 57.61
2020-09-15, Open, 57.45
2020-09-16, Open, 57.10
2020-09-17, Open, 56.90
2020-09-18, Open, 56.67
2020-09-21, Open, 55.97
2020-09-22, Open, 54.84
2020-09-23, Open, 55.26
2020-09-24, Open, 55.26
2020-09-25, Open, 57.01
2020-09-28, Open, 57.88
2020-09-29, Open, 57.35
2020-09-30, Open, 55.76
2020-10-01, Open, 55.63
2020-10-02, Open, 55.64
2020-10-05, Open, 56.33
2020-10-06, Open, 57.70
2020-10-07, Open, 57.60
2020-10-08, Open, 59.41
2020-10-09, Open, 59.63
2020-10-12, Open, 58.92
2020-10-13, Open, 60.56
2020-10-14, Open, 59.98
2020-10-15, Open, 59.73
2020-10-16, Open, 60.06
2020-10-19, Open, 60.80
2020-10-20, Open, 60.94
2020-10-21, Open, 60.24
2020-10-22, Open, 60.07
2020-10-23, Open, 60.60
2020-10-26, Open, 60.89
2020-10-27, Open, 60.15
2020-10-28, Open, 59.21
2020-10-29, Open, 59.32
2020-10-30, Open, 59.32
2020-11-02, Open, 60.65
2020-11-03, Open, 60.12
2020-11-04, Open, 60.50
2020-11-05, Open, 59.53
2020-11-06, Open, 60.93
2020-11-09, Open, 60.82
2020-11-10, Open, 62.67
2020-11-11, Open, 63.50
2020-11-12, Open, 64.76
2020-11-13, Open, 63.37
2020-11-16, Open, 64.41
2020-11-17, Open, 64.98
2020-11-18, Open, 65.68
2020-11-19, Open, 67.89
2020-11-20, Open, 68.57
2020-11-23, Open, 69.45
2020-11-24, Open, 69.64
2020-11-25, Open, 71.72
2020-11-26, Open, 71.29
2020-11-27, Open, 70.51
2020-11-30, Open, 70.20
2020-12-01, Open, 68.77
2020-12-02, Open, 69.92
2020-12-03, Open, 69.64
2020-12-04, Open, 69.46
2020-12-07, Open, 70.07
2020-12-08, Open, 69.97
2020-12-09, Open, 71.38
2020-12-10, Open, 72.73
2020-12-11, Open, 72.16
2020-12-14, Open, 71.81
2020-12-15, Open, 73.38
2020-12-16, Open, 72.36
2020-12-17, Open, 73.63
2020-12-18, Open, 73.47
2020-12-21, Open, 72.35
2020-12-22, Open, 72.03
2020-12-23, Open, 72.06
2020-12-24, Open, 73.09
2020-12-29, Open, 72.94
2020-12-30, Open, 72.73
2020-12-31, Open, 72.60
2021-01-04, Open, 71.58
2021-01-05, Open, 72.25
2021-01-06, Open, 71.98
2021-01-07, Open, 73.45
2021-01-08, Open, 73.98
2021-01-11, Open, 74.34
2021-01-12, Open, 74.41
2021-01-13, Open, 74.34
2021-01-14, Open, 74.42
2021-01-15, Open, 74.95
2021-01-18, Open, 74.07
2021-01-19, Open, 73.99
2021-01-20, Open, 74.08
2021-01-21, Open, 74.01
2021-01-22, Open, 73.99
2021-01-25, Open, 74.08
2021-01-27, Open, 74.91
2021-01-28, Open, 74.26
2021-01-29, Open, 74.85
2021-02-01, Open, 72.25
2021-02-02, Open, 74.53
2021-02-03, Open, 75.91
2021-02-04, Open, 76.49
2021-02-05, Open, 76.77
2021-02-08, Open, 77.30
2021-02-09, Open, 76.93
2021-02-10, Open, 76.60
2021-02-11, Open, 74.81
2021-02-12, Open, 75.73
2021-02-15, Open, 75.82
2021-02-16, Open, 75.43
2021-02-17, Open, 75.65
2021-02-18, Open, 74.48
2021-02-19, Open, 73.61
2021-02-22, Open, 73.09
2021-02-23, Open, 72.58
2021-02-24, Open, 73.76
2021-02-25, Open, 73.98
2021-02-26, Open, 73.20
2021-03-01, Open, 72.55
2021-03-02, Open, 74.95
2021-03-03, Open, 74.63
2021-03-04, Open, 75.92
2021-03-05, Open, 76.53
2021-03-08, Open, 77.80
2021-03-09, Open, 78.35
2021-03-10, Open, 77.94
2021-03-11, Open, 77.79
2021-03-12, Open, 76.68
2021-03-15, Open, 76.63
2021-03-16, Open, 76.70
2021-03-17, Open, 77.00
2021-03-18, Open, 76.99
2021-03-19, Open, 75.74
2021-03-22, Open, 75.03
2021-03-23, Open, 74.60
2021-03-24, Open, 75.34
2021-03-25, Open, 76.35
2021-03-26, Open, 76.90
2021-03-29, Open, 76.33
2021-03-30, Open, 75.88
2021-03-31, Open, 76.19
2021-04-01, Open, 76.13
2021-04-06, Open, 77.02
2021-04-07, Open, 76.23
2021-04-08, Open, 76.98
2021-04-09, Open, 77.24
2021-04-12, Open, 77.16
2021-04-13, Open, 76.75
2021-04-14, Open, 77.29
2021-04-15, Open, 77.95
2021-04-16, Open, 77.67
2021-04-19, Open, 78.38
2021-04-20, Open, 78.56
