Date,Open,High,Close,Adj Close,Volume
2024-04-08 10:52:00+10:00,118.83000183105469,118.93000030517578,118.83000183105469,118.87000274658203,118.87000274658203,4471
2024-04-08 10:53:00+10:00,118.86000061035156,118.88999938964844,118.83999633789062,118.88999938964844,118.88999938964844,6546
2024-04-08 10:54:00+10:00,118.9000015258789,118.91999816894531,118.86000061035156,118.87999725341797,118.87999725341797,1496
2024-04-08 10:55:00+10:00,118.94000244140625,118.97000122070312,118.9000015258789,118.94499969482422,118.94499969482422,5090
2024-04-08 10:56:00+10:00,118.94999694824219,119.0,118.94999694824219,118.9800033569336,118.9800033569336,6368
2024-04-08 10:57:00+10:00,118.9800033569336,119.01000213623047,118.94999694824219,118.94999694824219,118.94999694824219,1967
2024-04-08 10:58:00+10:00,118.95999908447266,118.95999908447266,118.91999816894531,118.91999816894531,118.91999816894531,719
2024-04-08 10:59:00+10:00,118.91000366210938,118.9800033569336,118.87000274658203,118.97000122070312,118.97000122070312,7940
2024-04-08 11:00:00+10:00,118.95999908447266,118.95999908447266,118.87000274658203,118.9000015258789,118.9000015258789,1312
2024-04-08 11:01:00+10:00,118.91000366210938,118.91000366210938,118.86000061035156,118.86000061035156,118.86000061035156,3338
2024-04-08 11:02:00+10:00,118.8499984741211,118.8499984741211,118.83000183105469,118.83000183105469,118.83000183105469,565
2024-04-08 11:03:00+10:00,118.87999725341797,118.87999725341797,118.81999969482422,118.87999725341797,118.87999725341797,2545
2024-04-08 11:04:00+10:00,118.86000061035156,118.88500213623047,118.83999633789062,118.86000061035156,118.86000061035156,1330
2024-04-08 11:05:00+10:00,118.87000274658203,118.88999938964844,118.7699966430664,118.7699966430664,118.7699966430664,1765
2024-04-08 11:06:00+10:00,118.80000305175781,118.81999969482422,118.77999877929688,118.80999755859375,118.80999755859375,964
2024-04-08 11:07:00+10:00,118.83999633789062,118.87000274658203,118.83000183105469,118.87000274658203,118.87000274658203,2716
2024-04-08 11:08:00+10:00,118.87000274658203,118.87000274658203,118.83000183105469,118.83000183105469,118.83000183105469,1420
2024-04-08 11:09:00+10:00,118.75,118.76000213623047,118.75,118.76000213623047,118.76000213623047,1373
2024-04-08 11:10:00+10:00,118.73500061035156,118.75,118.7300033569336,118.75,118.75,1619
2024-04-08 11:11:00+10:00,118.75,118.87000274658203,118.75,118.87000274658203,118.87000274658203,2309
2024-04-08 11:12:00+10:00,118.86000061035156,118.86000061035156,118.83999633789062,118.8499984741211,118.8499984741211,1360
2024-04-08 11:13:00+10:00,118.83000183105469,118.83000183105469,118.77999877929688,118.81999969482422,118.81999969482422,2519
2024-04-08 11:14:00+10:00,118.80000305175781,118.8499984741211,118.80000305175781,118.8499984741211,118.8499984741211,60
2024-04-08 11:15:00+10:00,118.83000183105469,118.86000061035156,118.7699966430664,118.83000183105469,118.83000183105469,5663
2024-04-08 11:16:00+10:00,118.8499984741211,118.87000274658203,118.80000305175781,118.80999755859375,118.80999755859375,2629
2024-04-08 11:17:00+10:00,118.79499816894531,118.79499816894531,118.66999816894531,118.76000213623047,118.76000213623047,5497
2024-04-08 11:18:00+10:00,118.77999877929688,118.80000305175781,118.77999877929688,118.77999877929688,118.77999877929688,406
2024-04-08 11:19:00+10:00,118.7699966430664,118.77999877929688,118.75,118.75,118.75,145
2024-04-08 11:20:00+10:00,118.7300033569336,118.76000213623047,118.7300033569336,118.75,118.75,484
2024-04-08 11:21:00+10:00,118.75,118.77999877929688,118.73999786376953,118.76000213623047,118.76000213623047,1352
2024-04-08 11:22:00+10:00,118.77999877929688,118.80999755859375,118.62000274658203,118.68000030517578,118.68000030517578,31684
2024-04-08 11:23:00+10:00,118.68000030517578,118.73999786376953,118.61000061035156,118.61000061035156,118.61000061035156,21944
2024-04-08 11:24:00+10:00,118.62000274658203,118.62999725341797,118.55999755859375,118.58999633789062,118.58999633789062,3836
2024-04-08 11:25:00+10:00,118.58999633789062,118.6500015258789,118.58000183105469,118.61000061035156,118.61000061035156,2240
2024-04-08 11:26:00+10:00,118.62999725341797,118.63999938964844,118.58999633789062,118.5999984741211,118.5999984741211,593
2024-04-08 11:27:00+10:00,118.61000061035156,118.66999816894531,118.5999984741211,118.66999816894531,118.66999816894531,328
2024-04-08 11:28:00+10:00,118.68000030517578,118.68000030517578,118.66999816894531,118.66999816894531,118.66999816894531,297
2024-04-08 11:29:00+10:00,118.68000030517578,118.69000244140625,118.58499908447266,118.58499908447266,118.58499908447266,2426
2024-04-08 11:30:00+10:00,118.58499908447266,118.66000366210938,118.58499908447266,118.6449966430664,118.6449966430664,723
2024-04-08 11:31:00+10:00,118.6449966430664,118.6500015258789,118.58499908447266,118.58499908447266,118.58499908447266,819
2024-04-08 11:32:00+10:00,118.58999633789062,118.61000061035156,118.58999633789062,118.58999633789062,118.58999633789062,786
2024-04-08 11:33:00+10:00,118.61000061035156,118.62000274658203,118.51000213623047,118.54000091552734,118.54000091552734,6541
2024-04-08 11:34:00+10:00,118.52999877929688,118.55000305175781,118.47000122070312,118.4800033569336,118.4800033569336,1499
2024-04-08 11:35:00+10:00,118.44999694824219,118.44999694824219,118.27999877929688,118.31999969482422,118.31999969482422,1196
2024-04-08 11:36:00+10:00,118.31999969482422,118.33000183105469,118.2300033569336,118.2699966430664,118.2699966430664,2317
2024-04-08 11:37:00+10:00,118.27999877929688,118.31999969482422,118.23999786376953,118.30999755859375,118.30999755859375,4786
2024-04-08 11:38:00+10:00,118.31500244140625,118.31999969482422,118.25,118.2699966430664,118.2699966430664,1343
2024-04-08 11:39:00+10:00,118.25,118.26000213623047,118.19000244140625,118.26000213623047,118.26000213623047,1513
2024-04-08 11:40:00+10:00,118.26000213623047,118.30000305175781,118.23999786376953,118.27999877929688,118.27999877929688,873
2024-04-08 11:41:00+10:00,118.31999969482422,118.33999633789062,118.18000030517578,118.2699966430664,118.2699966430664,12479
2024-04-08 11:42:00+10:00,118.25,118.25,118.22000122070312,118.22000122070312,118.22000122070312,391
2024-04-08 11:43:00+10:00,118.2300033569336,118.2300033569336,118.12000274658203,118.12999725341797,118.12999725341797,3778
2024-04-08 11:44:00+10:00,118.12999725341797,118.13999938964844,118.0999984741211,118.0999984741211,118.0999984741211,2466
2024-04-08 11:45:00+10:00,118.0999984741211,118.0999984741211,118.05999755859375,118.08000183105469,118.08000183105469,1807
2024-04-08 11:46:00+10:00,118.0999984741211,118.11000061035156,118.08999633789062,118.08999633789062,118.08999633789062,768
2024-04-08 11:47:00+10:00,118.11000061035156,118.12000274658203,118.06999969482422,118.08000183105469,118.08000183105469,1032
2024-04-08 11:48:00+10:00,118.08499908447266,118.0999984741211,118.06999969482422,118.06999969482422,118.06999969482422,723
2024-04-08 11:49:00+10:00,118.08999633789062,118.11000061035156,118.05999755859375,118.11000061035156,118.11000061035156,1112
2024-04-08 11:50:00+10:00,118.12000274658203,118.2300033569336,118.12000274658203,118.2300033569336,118.2300033569336,1359
2024-04-08 11:51:00+10:00,118.25,118.30000305175781,118.19999694824219,118.26000213623047,118.26000213623047,1124
2024-04-08 11:52:00+10:00,118.27999877929688,118.30999755859375,118.25,118.2699966430664,118.2699966430664,443
2024-04-08 11:53:00+10:00,118.2699966430664,118.32499694824219,118.25,118.32499694824219,118.32499694824219,1559
2024-04-08 11:54:00+10:00,118.32499694824219,118.3499984741211,118.2300033569336,118.23999786376953,118.23999786376953,5305
2024-04-08 11:55:00+10:00,118.2300033569336,118.23999786376953,118.19999694824219,118.19999694824219,118.19999694824219,788
2024-04-08 11:56:00+10:00,118.19000244140625,118.20999908447266,118.18000030517578,118.20999908447266,118.20999908447266,299
2024-04-08 11:57:00+10:00,118.21499633789062,118.21499633789062,118.19000244140625,118.19999694824219,118.19999694824219,313
2024-04-08 11:58:00+10:00,118.20999908447266,118.23999786376953,118.18000030517578,118.23999786376953,118.23999786376953,391
2024-04-08 11:59:00+10:00,118.23999786376953,118.23999786376953,118.1500015258789,118.18000030517578,118.18000030517578,2978
2024-04-08 12:00:00+10:00,118.19000244140625,118.19000244140625,118.125,118.12999725341797,118.12999725341797,1669
2024-04-08 12:01:00+10:00,118.12000274658203,118.13999938964844,118.12000274658203,118.13500213623047,118.13500213623047,1487
2024-04-08 12:02:00+10:00,118.13500213623047,118.13999938964844,118.125,118.13999938964844,118.13999938964844,426
2024-04-08 12:03:00+10:00,118.13999938964844,118.18000030517578,118.13500213623047,118.13999938964844,118.13999938964844,2341
2024-04-08 12:04:00+10:00,118.16000366210938,118.16000366210938,118.08999633789062,118.11000061035156,118.11000061035156,1434
2024-04-08 12:05:00+10:00,118.08999633789062,118.11000061035156,118.08999633789062,118.0999984741211,118.0999984741211,373
2024-04-08 12:06:00+10:00,118.11000061035156,118.12000274658203,118.08999633789062,118.12000274658203,118.12000274658203,263
2024-04-08 12:07:00+10:00,118.12000274658203,118.12000274658203,118.08999633789062,118.12000274658203,118.12000274658203,1898
2024-04-08 12:08:00+10:00,118.13999938964844,118.16999816894531,118.12999725341797,118.1500015258789,118.1500015258789,870
2024-04-08 12:09:00+10:00,118.16000366210938,118.16999816894531,118.13999938964844,118.16000366210938,118.16000366210938,594
2024-04-08 12:10:00+10:00,118.16000366210938,118.19000244140625,118.16000366210938,118.19000244140625,118.19000244140625,54
2024-04-08 12:11:00+10:00,118.16000366210938,118.19000244140625,118.1500015258789,118.19000244140625,118.19000244140625,1514
2024-04-08 12:12:00+10:00,118.19499969482422,118.25,118.19000244140625,118.25,118.25,1939
2024-04-08 12:13:00+10:00,118.23999786376953,118.26000213623047,118.23999786376953,118.25,118.25,416
2024-04-08 12:14:00+10:00,118.26000213623047,118.27999877929688,118.20999908447266,118.20999908447266,118.20999908447266,728
2024-04-08 12:15:00+10:00,118.25,118.2699966430664,118.19999694824219,118.19999694824219,118.19999694824219,1050
2024-04-08 12:16:00+10:00,118.23999786376953,118.23999786376953,118.20999908447266,118.20999908447266,118.20999908447266,393
2024-04-08 12:17:00+10:00,118.20999908447266,118.2300033569336,118.11000061035156,118.12999725341797,118.12999725341797,6148
2024-04-08 12:18:00+10:00,118.125,118.125,118.12000274658203,118.12000274658203,118.12000274658203,7
2024-04-08 12:19:00+10:00,118.12999725341797,118.12999725341797,118.12000274658203,118.12000274658203,118.12000274658203,872
2024-04-08 12:20:00+10:00,118.12999725341797,118.1500015258789,118.12999725341797,118.1500015258789,118.1500015258789,1114
2024-04-08 12:21:00+10:00,118.0999984741211,118.11000061035156,118.0999984741211,118.11000061035156,118.11000061035156,2846
2024-04-08 12:22:00+10:00,118.08499908447266,118.08499908447266,118.05999755859375,118.06999969482422,118.06999969482422,713
2024-04-08 12:23:00+10:00,118.08000183105469,118.0999984741211,118.06999969482422,118.0999984741211,118.0999984741211,1494
2024-04-08 12:24:00+10:00,118.08999633789062,118.1500015258789,118.08000183105469,118.1500015258789,118.1500015258789,307
2024-04-08 12:25:00+10:00,118.1500015258789,118.19999694824219,118.1500015258789,118.19999694824219,118.19999694824219,355
2024-04-08 12:26:00+10:00,118.19999694824219,118.19999694824219,118.12999725341797,118.13999938964844,118.13999938964844,1261
2024-04-08 12:27:00+10:00,118.13999938964844,118.16000366210938,118.12999725341797,118.16000366210938,118.16000366210938,231
2024-04-08 12:28:00+10:00,118.15499877929688,118.16999816894531,118.12999725341797,118.16999816894531,118.16999816894531,426
2024-04-08 12:29:00+10:00,118.18000030517578,118.25,118.17500305175781,118.19999694824219,118.19999694824219,1508
2024-04-08 12:30:00+10:00,118.19999694824219,118.25,118.16999816894531,118.25,118.25,1402
2024-04-08 12:31:00+10:00,118.24500274658203,118.30000305175781,118.19999694824219,118.26000213623047,118.26000213623047,3201
2024-04-08 12:32:00+10:00,118.25499725341797,118.27999877929688,118.23999786376953,118.27999877929688,118.27999877929688,409
2024-04-08 12:33:00+10:00,118.26499938964844,118.26499938964844,118.16000366210938,118.19000244140625,118.19000244140625,1014
2024-04-08 12:34:00+10:00,118.19000244140625,118.19000244140625,118.0999984741211,118.12000274658203,118.12000274658203,4881
2024-04-08 12:35:00+10:00,118.13999938964844,118.1500015258789,118.0999984741211,118.0999984741211,118.0999984741211,1298
2024-04-08 12:36:00+10:00,118.12000274658203,118.12000274658203,118.0999984741211,118.0999984741211,118.0999984741211,187
2024-04-08 12:37:00+10:00,118.12000274658203,118.13999938964844,118.12000274658203,118.13999938964844,118.13999938964844,181
2024-04-08 12:38:00+10:00,118.13500213623047,118.1500015258789,118.12999725341797,118.12999725341797,118.12999725341797,317
2024-04-08 12:39:00+10:00,118.12999725341797,118.1500015258789,118.12999725341797,118.1449966430664,118.1449966430664,418
2024-04-08 12:40:00+10:00,118.1500015258789,118.15499877929688,118.125,118.13999938964844,118.13999938964844,3341
2024-04-08 12:41:00+10:00,118.13999938964844,118.16999816894531,118.13999938964844,118.16999816894531,118.16999816894531,303
2024-04-08 12:42:00+10:00,118.18000030517578,118.23999786376953,118.18000030517578,118.23999786376953,118.23999786376953,582
2024-04-08 12:43:00+10:00,118.23500061035156,118.25,118.22000122070312,118.25,118.25,450
2024-04-08 12:44:00+10:00,118.25,118.2699966430664,118.2300033569336,118.2699966430664,118.2699966430664,1357
2024-04-08 12:45:00+10:00,118.2699966430664,118.30000305175781,118.2699966430664,118.27999877929688,118.27999877929688,246
2024-04-08 12:46:00+10:00,118.30000305175781,118.30000305175781,118.27999877929688,118.30000305175781,118.30000305175781,868
2024-04-08 12:47:00+10:00,118.29000091552734,118.30999755859375,118.29000091552734,118.30999755859375,118.30999755859375,484
2024-04-08 12:48:00+10:00,118.30999755859375,118.30999755859375,118.25,118.2699966430664,118.2699966430664,730
2024-04-08 12:49:00+10:00,118.27999877929688,118.29000091552734,118.27999877929688,118.29000091552734,118.29000091552734,228
2024-04-08 12:50:00+10:00,118.29499816894531,118.30999755859375,118.29499816894531,118.30999755859375,118.30999755859375,137
2024-04-08 12:51:00+10:00,118.30999755859375,118.31999969482422,118.27999877929688,118.27999877929688,118.27999877929688,342
2024-04-08 12:52:00+10:00,118.29000091552734,118.30999755859375,118.2699966430664,118.27999877929688,118.27999877929688,1900
2024-04-08 12:53:00+10:00,118.30999755859375,118.30999755859375,118.27999877929688,118.27999877929688,118.27999877929688,472
2024-04-08 12:54:00+10:00,118.30999755859375,118.30999755859375,118.2699966430664,118.28500366210938,118.28500366210938,1389
2024-04-08 12:55:00+10:00,118.2699966430664,118.30000305175781,118.22000122070312,118.22000122070312,118.22000122070312,479
2024-04-08 12:56:00+10:00,118.23500061035156,118.25,118.20999908447266,118.20999908447266,118.20999908447266,226
2024-04-08 12:57:00+10:00,118.25,118.27999877929688,118.23999786376953,118.2699966430664,118.2699966430664,930
2024-04-08 12:58:00+10:00,118.2699966430664,118.2750015258789,118.2300033569336,118.2699966430664,118.2699966430664,718
2024-04-08 12:59:00+10:00,118.26000213623047,118.30999755859375,118.26000213623047,118.30000305175781,118.30000305175781,2274
2024-04-08 13:00:00+10:00,118.30000305175781,118.30000305175781,118.2300033569336,118.2300033569336,118.2300033569336,620
2024-04-08 13:01:00+10:00,118.23999786376953,118.23999786376953,118.16999816894531,118.19000244140625,118.19000244140625,242
2024-04-08 13:02:00+10:00,118.19999694824219,118.2300033569336,118.19000244140625,118.2300033569336,118.2300033569336,1148
2024-04-08 13:03:00+10:00,118.20500183105469,118.25,118.19000244140625,118.19000244140625,118.19000244140625,795
2024-04-08 13:04:00+10:00,118.19000244140625,118.20999908447266,118.16999816894531,118.20999908447266,118.20999908447266,675
2024-04-08 13:05:00+10:00,118.19499969482422,118.19499969482422,118.12999725341797,118.16000366210938,118.16000366210938,371
2024-04-08 13:06:00+10:00,118.12999725341797,118.1500015258789,118.0999984741211,118.13999938964844,118.13999938964844,753
2024-04-08 13:07:00+10:00,118.16000366210938,118.18000030517578,118.16000366210938,118.18000030517578,118.18000030517578,115
2024-04-08 13:08:00+10:00,118.19000244140625,118.19000244140625,118.12999725341797,118.12999725341797,118.12999725341797,2113
2024-04-08 13:09:00+10:00,118.1449966430664,118.16000366210938,118.12000274658203,118.1449966430664,118.1449966430664,558
2024-04-08 13:10:00+10:00,118.13999938964844,118.13999938964844,118.0999984741211,118.12000274658203,118.12000274658203,246
2024-04-08 13:11:00+10:00,118.12000274658203,118.12000274658203,118.08000183105469,118.08000183105469,118.08000183105469,404
2024-04-08 13:12:00+10:00,118.0999984741211,118.0999984741211,118.05999755859375,118.06999969482422,118.06999969482422,731
2024-04-08 13:13:00+10:00,118.08000183105469,118.08000183105469,118.05999755859375,118.06999969482422,118.06999969482422,1115
2024-04-08 13:14:00+10:00,118.06999969482422,118.06999969482422,118.05000305175781,118.05000305175781,118.05000305175781,319
2024-04-08 13:15:00+10:00,118.05999755859375,118.05999755859375,118.02999877929688,118.04000091552734,118.04000091552734,677
2024-04-08 13:16:00+10:00,118.04000091552734,118.04000091552734,118.01000213623047,118.01000213623047,118.01000213623047,593
2024-04-08 13:17:00+10:00,118.01000213623047,118.01000213623047,117.97000122070312,117.97000122070312,117.97000122070312,4050
2024-04-08 13:18:00+10:00,117.98999786376953,117.98999786376953,117.95999908447266,117.95999908447266,117.95999908447266,1208
2024-04-08 13:19:00+10:00,117.94000244140625,117.94999694824219,117.91000366210938,117.93000030517578,117.93000030517578,279
2024-04-08 13:20:00+10:00,117.94999694824219,117.9800033569336,117.94000244140625,117.9800033569336,117.9800033569336,211
2024-04-08 13:21:00+10:00,117.9800033569336,118.0,117.96499633789062,117.98500061035156,117.98500061035156,497
2024-04-08 13:22:00+10:00,117.98999786376953,118.0,117.95999908447266,117.95999908447266,117.95999908447266,640
2024-04-08 13:23:00+10:00,117.9800033569336,118.12000274658203,117.9800033569336,118.08000183105469,118.08000183105469,1845
2024-04-08 13:24:00+10:00,118.06999969482422,118.08999633789062,118.06999969482422,118.08999633789062,118.08999633789062,66
2024-04-08 13:25:00+10:00,118.08000183105469,118.12000274658203,118.08000183105469,118.0999984741211,118.0999984741211,228
2024-04-08 13:26:00+10:00,118.08999633789062,118.08999633789062,118.06999969482422,118.06999969482422,118.06999969482422,220
2024-04-08 13:27:00+10:00,118.06999969482422,118.06999969482422,118.02999877929688,118.03500366210938,118.03500366210938,608
2024-04-08 13:28:00+10:00,118.02999877929688,118.02999877929688,117.98999786376953,117.98999786376953,117.98999786376953,382
2024-04-08 13:29:00+10:00,118.01000213623047,118.01000213623047,117.94999694824219,117.97000122070312,117.97000122070312,1659
2024-04-08 13:30:00+10:00,117.95999908447266,117.9749984741211,117.93000030517578,117.94000244140625,117.94000244140625,347
2024-04-08 13:31:00+10:00,117.94000244140625,117.95999908447266,117.91000366210938,117.94999694824219,117.94999694824219,724
2024-04-08 13:32:00+10:00,117.94999694824219,117.94999694824219,117.91000366210938,117.91000366210938,117.91000366210938,115
2024-04-08 13:33:00+10:00,117.91999816894531,117.94000244140625,117.87999725341797,117.87999725341797,117.87999725341797,972
2024-04-08 13:34:00+10:00,117.87999725341797,117.91000366210938,117.80999755859375,117.83999633789062,117.83999633789062,1218
2024-04-08 13:35:00+10:00,117.87000274658203,117.87999725341797,117.75,117.79000091552734,117.79000091552734,2058
2024-04-08 13:36:00+10:00,117.80000305175781,117.86000061035156,117.80000305175781,117.81999969482422,117.81999969482422,241
2024-04-08 13:37:00+10:00,117.83999633789062,117.87999725341797,117.80999755859375,117.87999725341797,117.87999725341797,334
2024-04-08 13:38:00+10:00,117.87000274658203,117.87000274658203,117.83000183105469,117.86000061035156,117.86000061035156,632
2024-04-08 13:39:00+10:00,117.83999633789062,117.87000274658203,117.83000183105469,117.86000061035156,117.86000061035156,289
2024-04-08 13:40:00+10:00,117.86000061035156,117.88999938964844,117.79000091552734,117.80999755859375,117.80999755859375,594
2024-04-08 13:41:00+10:00,117.80000305175781,117.87000274658203,117.80000305175781,117.83000183105469,117.83000183105469,1666
2024-04-08 13:42:00+10:00,117.83000183105469,117.8499984741211,117.81999969482422,117.83999633789062,117.83999633789062,383
2024-04-08 13:43:00+10:00,117.8499984741211,117.87000274658203,117.8499984741211,117.87000274658203,117.87000274658203,299
2024-04-08 13:44:00+10:00,117.86000061035156,117.86000061035156,117.80999755859375,117.86000061035156,117.86000061035156,520
2024-04-08 13:45:00+10:00,117.8499984741211,117.8499984741211,117.81999969482422,117.81999969482422,117.81999969482422,469
2024-04-08 13:46:00+10:00,117.81999969482422,117.81999969482422,117.76000213623047,117.7699966430664,117.7699966430664,1212
2024-04-08 13:47:00+10:00,117.7699966430664,117.77999877929688,117.76000213623047,117.76000213623047,117.76000213623047,237
2024-04-08 13:48:00+10:00,117.77999877929688,117.77999877929688,117.70999908447266,117.73999786376953,117.73999786376953,922
2024-04-08 13:49:00+10:00,117.75,117.7699966430664,117.7300033569336,117.75499725341797,117.75499725341797,420
2024-04-08 13:50:00+10:00,117.7699966430664,117.7699966430664,117.75,117.76000213623047,117.76000213623047,238
2024-04-08 13:51:00+10:00,117.76499938964844,117.7699966430664,117.7300033569336,117.73999786376953,117.73999786376953,1399
2024-04-08 13:52:00+10:00,117.73999786376953,117.76000213623047,117.7300033569336,117.73999786376953,117.73999786376953,440
2024-04-08 13:53:00+10:00,117.75,117.77999877929688,117.73999786376953,117.7699966430664,117.7699966430664,527
2024-04-08 13:54:00+10:00,117.77999877929688,117.80999755859375,117.77999877929688,117.80999755859375,117.80999755859375,721
2024-04-08 13:55:00+10:00,117.80999755859375,117.83999633789062,117.7699966430664,117.79000091552734,117.79000091552734,1104
2024-04-08 13:56:00+10:00,117.80000305175781,117.83999633789062,117.77999877929688,117.83000183105469,117.83000183105469,156
2024-04-08 13:57:00+10:00,117.82499694824219,117.8499984741211,117.82499694824219,117.83999633789062,117.83999633789062,607
2024-04-08 13:58:00+10:00,117.8499984741211,117.8499984741211,117.79000091552734,117.81500244140625,117.81500244140625,850
2024-04-08 13:59:00+10:00,117.83000183105469,117.86000061035156,117.81500244140625,117.8499984741211,117.8499984741211,498
2024-04-08 14:00:00+10:00,117.86000061035156,117.86000061035156,117.80000305175781,117.80000305175781,117.80000305175781,352
