Date,Dividends
2019-06-27,0.150000
2019-12-30,0.150000
2020-06-29,0.150000
2020-12-30,0.150000
2021-06-29,0.150000
2021-12-30,0.150000
2022-06-29,0.150000
2022-12-29,0.150000
2023-06-29,0.150000
2023-12-28,0.150000
