Share Name: CBA
Starting Portfolio Value: 1000.00
2020-11-27, Open, 70.25
2020-12-04, Open, 69.79
2020-12-11, Open, 71.72
2020-12-18, Open, 72.39
2020-12-24, Open, 72.38
2020-12-31, Open, 71.47
2021-01-08, Open, 74.54
2021-01-15, Open, 74.32
2021-01-22, Open, 74.07
2021-01-29, Open, 72.69
2021-02-05, Open, 77.16
2021-02-12, Open, 75.62
2021-02-19, Open, 73.09
2021-02-26, Open, 72.25
2021-03-05, Open, 76.58
2021-03-12, Open, 76.61
2021-03-19, Open, 75.04
2021-03-26, Open, 76.18
2021-04-01, Open, 76.36
2021-04-09, Open, 77.18
2021-04-16, Open, 77.94
2021-04-23, Open, 79.18
2021-04-30, Open, 78.87
2021-05-07, Open, 83.19
2021-05-14, Open, 85.55
2021-05-21, Open, 86.85
2021-05-28, Open, 89.08
2021-06-04, Open, 90.81
2021-06-11, Open, 89.78
2021-06-18, Open, 91.85
2021-06-25, Open, 87.92
2021-07-02, Open, 88.13
2021-07-09, Open, 87.33
2021-07-16, Open, 86.98
2021-07-23, Open, 87.80
2021-07-30, Open, 88.27
2021-08-06, Open, 91.90
2021-08-13, Open, 92.15
2021-08-20, Open, 89.68
2021-08-27, Open, 91.73
2021-09-03, Open, 92.00
2021-09-10, Open, 91.33
2021-09-17, Open, 92.94
2021-09-24, Open, 91.88
2021-10-01, Open, 90.41
2021-10-08, Open, 94.36
2021-10-15, Open, 92.40
2021-10-22, Open, 94.75
2021-10-29, Open, 94.57
2021-11-05, Open, 99.11
2021-11-12, Open, 97.68
2021-11-19, Open, 88.36
2021-11-26, Open, 85.65
2021-12-03, Open, 87.28
2021-12-10, Open, 88.44
2021-12-17, Open, 89.55
2021-12-24, Open, 90.91
2021-12-31, BUY EXECUTED, Size: 10, Price: 91.62, Cost: 916.20, Comm 0.00
2021-12-31, Open, 91.24
2022-01-07, Open, 92.74
2022-01-14, Open, 91.11
2022-01-21, Open, 87.97
2022-01-28, Open, 86.43
2022-02-04, Open, 85.01
2022-02-11, SELL EXECUTED, Size: -10, Price: 84.38, Cost: 916.20, Comm 0.00
2022-02-11, OPERATION PROFIT, GROSS -72.40, NET -72.40
2022-02-11, Open, 89.03
2022-02-18, Open, 89.89
2022-02-25, Open, 86.33
2022-03-04, Open, 86.99
2022-03-11, Open, 91.39
2022-03-18, Open, 97.74
2022-03-25, Open, 97.40
2022-04-01, Open, 96.12
2022-04-08, Open, 96.91
2022-04-14, Open, 97.94
2022-04-22, Open, 96.90
2022-04-29, Open, 95.53
2022-05-06, Open, 94.17
2022-05-13, Open, 94.06
2022-05-20, Open, 96.19
2022-05-27, Open, 98.06
2022-06-03, Open, 96.74
2022-06-10, Open, 86.24
2022-06-17, Open, 80.24
2022-06-24, Open, 82.91
2022-07-01, Open, 83.41
2022-07-08, Open, 85.14
2022-07-15, Open, 85.77
2022-07-22, Open, 89.94
2022-07-29, Open, 92.67
2022-08-05, Open, 93.26
2022-08-12, Open, 92.27
2022-08-19, Open, 93.86
2022-08-26, Open, 92.32
2022-09-02, Open, 91.04
2022-09-09, Open, 89.70
2022-09-16, Open, 88.48
2022-09-23, Open, 87.93
2022-09-30, Open, 85.17
2022-10-07, Open, 90.54
2022-10-14, Open, 92.87
2022-10-21, Open, 93.23
2022-10-28, Open, 96.93
2022-11-04, Open, 96.77
2022-11-11, Open, 99.36
2022-11-18, Open, 99.37
2022-11-25, Open, 102.54
2022-12-02, Open, 100.43
2022-12-09, Open, 98.58
2022-12-16, Open, 99.52
2022-12-23, Open, 98.43
2022-12-30, Open, 96.34
2023-01-06, Open, 96.89
2023-01-13, Open, 100.01
2023-01-20, Open, 102.03
2023-01-27, Open, 103.15
2023-02-03, Open, 104.37
2023-02-10, Open, 103.25
2023-02-17, Open, 94.81
2023-02-24, Open, 97.06
2023-03-03, Open, 93.73
2023-03-10, Open, 91.58
2023-03-17, Open, 92.48
2023-03-24, Open, 91.90
2023-03-31, Open, 94.27
2023-04-06, Open, 94.94
2023-04-14, Open, 95.03
2023-04-21, Open, 95.69
2023-04-28, Open, 95.27
2023-05-05, Open, 92.17
2023-05-12, Open, 94.89
2023-05-19, Open, 95.69
2023-05-26, BUY EXECUTED, Size: 9, Price: 95.59, Cost: 860.31, Comm 0.00
2023-05-26, Open, 94.12
2023-06-02, SELL EXECUTED, Size: -9, Price: 95.27, Cost: 860.31, Comm 0.00
2023-06-02, OPERATION PROFIT, GROSS -2.88, NET -2.88
2023-06-02, Open, 92.92
2023-06-09, Open, 91.86
2023-06-16, Open, 95.26
2023-06-23, Open, 94.46
2023-06-30, Open, 96.14
2023-07-07, Open, 94.67
2023-07-14, Open, 97.16
2023-07-21, Open, 100.25
2023-07-28, Open, 101.16
2023-08-04, Open, 97.68
2023-08-11, Open, 100.10
2023-08-18, Open, 97.23
2023-08-25, Open, 97.74
2023-09-01, Open, 99.49
2023-09-08, Open, 98.96
2023-09-15, Open, 101.26
2023-09-22, Open, 98.22
2023-09-29, Open, 98.13
2023-10-06, Open, 98.20
2023-10-13, Open, 99.11
2023-10-20, Open, 96.93
2023-10-27, Open, 96.00
2023-11-03, Open, 98.09
2023-11-10, Open, 99.46
2023-11-17, Open, 100.59
2023-11-24, Open, 101.78
2023-12-01, Open, 102.27
2023-12-08, Open, 104.48
2023-12-15, Open, 108.05
2023-12-22, Open, 108.47
2023-12-29, Open, 109.74
Final Portfolio Value: 924.72
Total Profit: -75.28
